feature_idx,effect_size,p_value,pos_mean_change,neg_mean_change,pos_std_change,neg_std_change,p_value_fdr
63,0.42482209217571737,0.32462257307955034,0.06496962,-0.031130465,0.20218207,0.22477964,0.9863660531545235
64,-0.3647250182124968,0.3963617976185104,-0.04892794,-0.006130925,0.14787365,0.08410861,0.9863660531545235
65,-0.21740896305652369,0.6112556082979841,-0.03310491,0.014636823,0.1433003,0.24166921,0.9863660531545235
66,0.7403419967871765,0.09302449196909128,0.027685242,-0.08435905,0.13867742,0.14850567,0.9863660531545235
67,0.2616859332739154,0.5412117128463905,0.04442419,-0.0051087956,0.20955706,0.16186392,0.9863660531545235
68,-0.4465906637509494,0.301007772328181,-0.056718692,0.0070432965,0.14506482,0.13142027,0.9863660531545235
69,-0.3256888765296085,0.44807384401835526,0.0011142029,0.10198709,0.25182074,0.32038325,0.9863660531545235
70,0.3558778876666354,0.4077324950647623,0.0061722565,-0.03546424,0.12592022,0.10277396,0.9863660531545235
71,-0.15594622950074222,0.7150241551657908,0.01351132,0.03318364,0.104123436,0.12974806,0.9863660531545235
72,0.3755545295431942,0.3827247759833915,0.0031837358,-0.057464756,0.101242326,0.17916325,0.9863660531545235
73,0.24149312575341175,0.5726209165861913,0.066906385,0.0105451355,0.23760387,0.2145109,0.9863660531545235
74,0.3860955607528662,0.3697498677747493,0.08298569,0.02063825,0.19509394,0.124130584,0.9863660531545235
75,-0.26725461359596137,0.5327142302069625,-0.011154829,0.033092212,0.15503019,0.16056633,0.9863660531545235
76,-0.7148456059756015,0.10410725491333193,-0.1531195,-0.0075140875,0.20056829,0.19160797,0.9863660531545235
77,0.07527594125246363,0.8599385998796532,0.021184096,0.009022297,0.16488382,0.14822875,0.9863660531545235
78,-0.5402947007666685,0.21338791230673632,-0.026968373,0.06828853,0.16018021,0.17376617,0.9863660531545235
79,0.07235432799437615,0.8653180361368863,-0.055751365,-0.06745241,0.16183862,0.15047449,0.9863660531545235
80,-0.16375971116320337,0.7014603217696209,-0.04476762,-0.020445175,0.18179055,0.1119178,0.9863660531545235
81,0.05185401967616789,0.9032374756862168,-0.029635003,-0.039319996,0.17607974,0.18044844,0.9863660531545235
82,0.3916821347436604,0.36299323216828827,-0.034630988,-0.114914656,0.090737656,0.23807463,0.9863660531545235
83,-0.01636219398972211,0.9693947836377332,-0.055779114,-0.0516478,0.18072572,0.27185607,0.9949564812269216
84,-0.09350041079202595,0.8265495886314466,0.030834654,0.047477197,0.13363886,0.18908013,0.9863660531545235
85,0.06168538325501182,0.8850170779299228,0.009133627,-0.005108708,0.21251889,0.22602539,0.9863660531545235
86,0.4629122892658102,0.28412258600576085,0.05350711,-0.027917111,0.121524535,0.19109328,0.9863660531545235
87,0.16825965372710655,0.6936942016217069,-0.015910238,-0.05446082,0.16047782,0.24806842,0.9863660531545235
88,0.2961670105897119,0.48978227563109067,-0.037902437,-0.1163142,0.18983334,0.2849289,0.9863660531545235
89,0.3600996005714667,0.4022808439935971,0.013887056,-0.028407522,0.14436466,0.08790953,0.9863660531545235
90,-0.07547524377672916,0.8595718824462868,0.035093233,0.04931973,0.16175531,0.19081613,0.9863660531545235
91,-0.05150086937336321,0.9038930425985807,-0.027434267,-0.012344245,0.3625016,0.21696056,0.9863660531545235
92,-0.6299950212203397,0.14933821780795112,-0.12863384,0.002900356,0.2291409,0.18008628,0.9863660531545235
93,0.4434004774941801,0.30439004703168554,-0.016849034,-0.18587168,0.3452104,0.37632456,0.9863660531545235
94,0.06688581840642194,0.8754047129828002,-0.08772425,-0.10159614,0.16601613,0.21575306,0.9863660531545235
95,-0.13574111334437738,0.7505384997406217,-0.04784555,-0.014651705,0.25729078,0.2190565,0.9863660531545235
96,0.2975292211885168,0.4878096940588885,0.030437626,-0.029310415,0.24289246,0.1541011,0.9863660531545235
97,0.7470227314907386,0.09029343967276672,0.04956714,-0.055007316,0.14470863,0.12719087,0.9863660531545235
98,0.9333047757859982,0.03753630112928098,0.08474542,-0.022988735,0.08895668,0.12163482,0.9863660531545235
99,-0.3682655482369333,0.391869232532312,-0.103436284,-0.047699884,0.13653544,0.14970239,0.9863660531545235
100,0.5314274313788393,0.22073337173815857,0.020058764,-0.069941975,0.0972399,0.19076967,0.9863660531545235
101,0.19737940366273027,0.6442988524744302,0.018323468,-0.023387294,0.22697026,0.18597877,0.9863660531545235
102,0.2552950078871892,0.5510524189452596,0.063106745,0.0068008644,0.19425787,0.22068487,0.9863660531545235
103,0.06973388339581252,0.8701486376167833,0.019370817,0.010935712,0.14876051,0.090454064,0.9863660531545235
104,0.15050173291798338,0.7245331097357646,-0.04353258,-0.072118446,0.11437761,0.2122788,0.9863660531545235
105,0.2839633766061778,0.5076573292067859,-0.035554826,-0.09382097,0.14688854,0.22091758,0.9863660531545235
106,-0.6461078237557345,0.13968395699423924,-0.047833655,0.07478008,0.2087481,0.16332388,0.9863660531545235
107,0.5443437835474747,0.21009708450447218,0.065779336,-0.07737126,0.21123284,0.27323896,0.9863660531545235
108,-0.044657350760062914,0.916610238567772,-0.042016845,-0.033463534,0.19982037,0.17276292,0.9863660531545235
109,0.1780337781071459,0.6769447669086965,0.097847775,0.059926197,0.20152226,0.2053675,0.9863660531545235
110,-0.4696518631665179,0.27735386700391795,-0.03048075,0.033612724,0.17100075,0.098846376,0.9863660531545235
111,-0.5721874605619411,0.1885226929903337,-0.08325468,0.015516901,0.21233338,0.12904447,0.9863660531545235
112,0.2477207529157822,0.5628358991970268,0.010548446,-0.025629772,0.113325074,0.15354778,0.9863660531545235
113,-0.20362540179508176,0.6339093996990979,-0.011494507,0.040455684,0.22302899,0.25616267,0.9863660531545235
114,-0.3362695980759129,0.4336655096588288,-0.025192823,0.03844261,0.14985147,0.19761148,0.9863660531545235
115,-0.22096479362645266,0.6054742155371315,-0.02379634,0.025413362,0.24027663,0.1951987,0.9863660531545235
116,0.3553151723995725,0.40846269928729817,0.07692162,0.0028652619,0.25651142,0.15567343,0.9863660531545235
117,0.04698460868366765,0.91228279725244,-0.02478238,-0.031891126,0.14109509,0.14706987,0.9863660531545235
118,-0.7681114342698384,0.08212065128624421,0.04346527,0.163393,0.13147841,0.15931685,0.9863660531545235
119,0.02048530604336524,0.9616882735586381,-0.081717886,-0.08920022,0.33826864,0.3563889,0.9934324485069281
120,-0.056079558634656065,0.8953990200806852,0.023111202,0.037242506,0.1841928,0.26976505,0.9863660531545235
121,-0.43477739411491817,0.31366706558942226,-0.0047217607,0.08991034,0.20597535,0.20982575,0.9863660531545235
122,0.9665059940487469,0.03182420917519191,0.09750815,-0.04780243,0.1142588,0.159121,0.9863660531545235
123,0.04202002273406021,0.9215174347016385,-0.10225638,-0.10965685,0.116804905,0.19314812,0.9863660531545235
124,0.4061841026976907,0.34584209044055625,0.0340311,-0.12635715,0.28426546,0.42449644,0.9863660531545235
125,0.11168477622557342,0.7935650190287874,-0.02162244,-0.03772739,0.09003349,0.1601054,0.9863660531545235
126,-0.4176579822722589,0.33266949657482436,-0.06489825,0.03031626,0.2986232,0.1507292,0.9863660531545235
127,0.4193709022783803,0.3307330699336508,0.014713351,-0.04490103,0.15068297,0.1265463,0.9863660531545235
128,0.24772402663067628,0.5628307813836317,0.07311897,0.023531355,0.1981767,0.18762647,0.9863660531545235
129,4.30066765300932e-05,0.9999195356072432,-0.11463075,-0.11464801,0.41221347,0.36627784,0.9999195356072432
130,0.21588904704681275,0.6137347862562468,0.078207575,0.014803664,0.25378025,0.2964132,0.9863660531545235
131,0.1849871937797561,0.6651315819281938,0.015427381,-0.030798353,0.23200786,0.24348839,0.9863660531545235
132,-0.36632187678992634,0.3943314530337826,0.0059226123,0.071161196,0.17503989,0.16773176,0.9863660531545235
133,0.054427429706465164,0.8984624960424065,-0.0127459075,-0.025523739,0.28050125,0.18338051,0.9863660531545235
134,0.034920882367746875,0.9347419211882126,0.026506437,0.014102872,0.38537237,0.30972236,0.9863660531545235
135,0.14610479269321094,0.7322458618132214,0.033019323,-0.0047404496,0.29708096,0.21215218,0.9863660531545235
136,-0.16729773633463832,0.6953514498219027,0.0043019853,0.045040093,0.28946486,0.19155356,0.9863660531545235
137,-0.05589204698103735,0.8957466312960208,0.13253623,0.147998,0.2675752,0.26321605,0.9863660531545235
138,-0.2721273265752771,0.5253383869127091,-0.047195554,0.023511427,0.27676263,0.23034517,0.9863660531545235
139,0.49723960691791863,0.2508725997729248,0.0013249384,-0.099711336,0.23095565,0.16897142,0.9863660531545235
140,-0.39557715252808084,0.3583316241310579,-0.04978821,0.09745953,0.3393204,0.36624712,0.9863660531545235
141,-0.09840308041902886,0.8176215678363556,-0.04287759,-0.018325517,0.2902447,0.20188838,0.9863660531545235
142,0.41541039193203705,0.33522221381017103,0.033673856,-0.037767783,0.13353132,0.18077783,0.9863660531545235
143,-1.2811416975048653,0.006030852820570391,-0.16612841,0.06147637,0.22657853,0.12445341,0.926338993239612
144,0.15981161766889396,0.7083016591817755,0.05515236,0.027265865,0.20633057,0.13825686,0.9863660531545235
145,0.6044818610858461,0.1657314342278126,0.03747284,-0.026872968,0.12442167,0.08561873,0.9863660531545235
146,0.1795958802317244,0.6742833540243041,0.035849072,-0.015551076,0.2725603,0.27488348,0.9863660531545235
147,-0.2072303275153438,0.6279477982593926,-0.030096956,0.016785793,0.12231266,0.25708187,0.9863660531545235
148,0.05573857940718321,0.8960311492289875,-0.046637416,-0.059518177,0.23112364,0.21511514,0.9863660531545235
149,-0.2130619065050815,0.6183587710314575,-0.034717724,0.025951946,0.3349021,0.22721481,0.9863660531545235
150,0.09837549751283158,0.8176717273048052,0.04106857,0.02378071,0.10826294,0.19560523,0.9863660531545235
151,0.12884409751198872,0.7627966690870254,0.05486643,0.030234832,0.18199334,0.1836569,0.9863660531545235
152,0.42450103140085954,0.32498026522076373,0.14376308,0.04308935,0.27438793,0.19317792,0.9863660531545235
153,0.34443078742285144,0.42274997555128824,0.10361282,0.02452298,0.25575832,0.19515717,0.9863660531545235
154,-0.6473450857865988,0.13896433224968824,-0.05929103,0.077578984,0.19331728,0.20770821,0.9863660531545235
155,-0.19868207134332097,0.6421257808544388,-0.005442798,0.044881925,0.3014715,0.1989125,0.9863660531545235
156,-0.17847971401886917,0.6761845680047472,0.058688574,0.098815374,0.23008786,0.20584135,0.9863660531545235
157,0.17292355698404024,0.6856812662494745,-0.002731205,-0.03557948,0.08823581,0.21966366,0.9863660531545235
158,0.47628332032543064,0.27080913469017215,0.02524723,-0.03728186,0.16670561,0.09276225,0.9863660531545235
159,-0.46514074632353775,0.2818713680431784,0.013996022,0.09799062,0.1917868,0.16048937,0.9863660531545235
160,0.1253561296593083,0.7690204296922255,0.026763495,0.0010459612,0.19935529,0.19464032,0.9863660531545235
161,-0.46330846904137657,0.28372140667101486,-0.06921192,0.052976202,0.19041513,0.28329614,0.9863660531545235
162,-0.2482433304624588,0.5620187551065723,-0.063873924,-0.014760829,0.17194715,0.19916902,0.9863660531545235
163,-0.19327627684487597,0.6511647527281603,-0.011741837,0.006957487,0.082349464,0.098283954,0.9863660531545235
164,0.04010377158224902,0.9250849634309005,0.021053595,0.016241105,0.12816729,0.10613302,0.9863660531545235
165,0.39036175156683345,0.3645826597498104,0.0848926,-0.011522814,0.24095751,0.23374397,0.9863660531545235
166,0.39761136215657045,0.35591312051667356,0.06656596,0.011146664,0.14053513,0.12900688,0.9863660531545235
167,0.04637484206157429,0.913416368424931,-0.020034466,-0.02776731,0.20170358,0.12794214,0.9863660531545235
168,-0.04530333024171211,0.9154087954297006,0.046673954,0.052647725,0.085958,0.14514953,0.9863660531545235
169,-0.20490640697971754,0.6317880117868281,-0.021358112,0.02924166,0.27709508,0.20824994,0.9863660531545235
170,0.07380538819529846,0.8626454139927533,0.07652295,0.066577636,0.17504323,0.09081409,0.9863660531545235
171,0.5092766026367094,0.23992757991639593,0.017383609,-0.040151283,0.11794989,0.10184235,0.9863660531545235
172,0.9291047605144033,0.038321857091971126,0.11778484,-0.010513846,0.10578791,0.145782,0.9863660531545235
173,-0.1257742583151957,0.7682734918447873,0.023884386,0.05433375,0.23514679,0.22975023,0.9863660531545235
174,0.25223979982174993,0.5557898468307654,0.02253938,-0.015797902,0.12582447,0.15614478,0.9863660531545235
175,-0.05152048210327723,0.9038566306251408,0.05753751,0.06990643,0.1681945,0.2599251,0.9863660531545235
176,-0.05031717376793803,0.9060908999609503,0.061417453,0.07364073,0.15564232,0.2683592,0.9863660531545235
177,0.010786923314373836,0.9798202438904381,-0.056072313,-0.05756979,0.070907414,0.15889867,0.9989613008958841
178,-0.09407584477343398,0.8255004257893224,-0.055742662,-0.03935841,0.18132326,0.15735197,0.9863660531545235
179,0.1309667444903995,0.7590171040971341,-0.023040341,-0.06471225,0.2608265,0.32813317,0.9863660531545235
180,-0.1286337938148008,0.7631714640583818,-0.08759163,-0.0618404,0.09230322,0.23166011,0.9863660531545235
181,-0.3402458891533292,0.4283256117839249,-0.12833819,-0.057812873,0.19750312,0.1990209,0.9863660531545235
182,-0.24058528096258727,0.57405453860245,-0.0077666324,0.020849932,0.12356323,0.10765576,0.9863660531545235
183,0.5389144890126577,0.21451869740680785,0.21408464,0.08838679,0.24489495,0.20929807,0.9863660531545235
184,-0.5757130783838917,0.18591999875504708,-0.018980814,0.08696048,0.2209197,0.14276421,0.9863660531545235
185,-0.12459946680222263,0.7703727046379476,0.013470398,0.034815386,0.09647968,0.19353771,0.9863660531545235
186,0.5097046193404207,0.2395451284971041,0.05044144,-0.10946359,0.1821768,0.35275707,0.9863660531545235
187,0.6326793981620056,0.14769299077534115,0.11939958,0.023034891,0.16299915,0.13447638,0.9863660531545235
188,-0.027003599604155503,0.9495130389853491,0.036208484,0.040870134,0.21301112,0.12839161,0.9934324485069281
189,-0.5566682531295125,0.20032215619299132,-0.047795426,0.054854672,0.21728751,0.14677785,0.9863660531545235
190,-0.5057521780346956,0.24309440796621387,-0.023466805,0.061511807,0.10510653,0.18649049,0.9863660531545235
191,0.394067828365313,0.3601332009835775,0.03429452,-0.021522617,0.13686483,0.1348568,0.9863660531545235
192,-0.6819361992771833,0.120051677800471,-0.017847138,0.056276932,0.091211416,0.111071356,0.9863660531545235
193,-0.5825547719137727,0.18095039187699935,-0.03234707,0.12037197,0.20160557,0.27642238,0.9863660531545235
194,-0.20987726609290516,0.6235868925907502,0.07728252,0.1162255,0.1502712,0.19221702,0.9863660531545235
195,-0.5306871799791817,0.22135526927869395,-0.03690034,0.02201546,0.08398349,0.11766354,0.9863660531545235
196,0.05774032327934551,0.8923212101777753,0.0087563675,-0.003105714,0.2314563,0.17250328,0.9863660531545235
197,-0.11791334202152584,0.7823538270844573,0.016793303,0.03748571,0.16092968,0.17212972,0.9863660531545235
198,0.364478432503107,0.3966759150811707,-0.03446885,-0.10801057,0.19867614,0.1898099,0.9863660531545235
199,-0.0026956847251096753,0.9949564786988059,-0.011798373,-0.010971213,0.28505385,0.29889795,0.9989613008958841
200,0.1543025730075658,0.7178899480079949,-0.017761879,-0.042400543,0.14199188,0.15905498,0.9863660531545235
201,0.40184933135760437,0.35090999027428604,-0.020453794,-0.05860796,0.08603382,0.09370515,0.9863660531545235
202,-0.4446343301005924,0.30307872656008045,-0.069023594,0.026930476,0.20406406,0.20813379,0.9863660531545235
203,0.19356883706095812,0.650674133207598,0.011222631,-0.024781235,0.16885221,0.18339665,0.9863660531545235
204,0.525821018163591,0.2254767204731543,0.042935207,-0.04167606,0.18807267,0.12943508,0.9863660531545235
205,0.04228108228668715,0.9210315446909443,-0.072126985,-0.079972096,0.154995,0.18994647,0.9863660531545235
206,-0.4849838707866497,0.262395011161632,-0.048377663,0.013161713,0.12098295,0.12178919,0.9863660531545235
207,0.059756471522666076,0.8885871232697304,-0.008481887,-0.021543901,0.18399273,0.223083,0.9863660531545235
208,0.003482882578741295,0.993483693304714,0.022683233,0.021435656,0.30964965,0.36146492,0.9989613008958841
209,0.480413235451673,0.2667908084360492,0.039731406,-0.0692229,0.21624313,0.2176726,0.9863660531545235
210,-0.38712899614386825,0.36849372216631404,-0.08744535,-0.023622338,0.17226045,0.1485235,0.9863660531545235
211,-0.43008012168188153,0.3188034672287834,-0.008907805,0.09280958,0.27036375,0.19540104,0.9863660531545235
212,0.14283582831976396,0.7379988754409359,-0.00953925,-0.0404468,0.24066257,0.18417913,0.9863660531545235
213,-0.19260399300481895,0.6522927495667848,-0.06895312,-0.0055807433,0.34967557,0.29226363,0.9863660531545235
214,-0.3990786318025047,0.3541755196319881,-0.052229438,0.012484838,0.1197661,0.17309114,0.9863660531545235
215,-0.38466990609249657,0.3714874373833058,-0.0879866,-0.010058931,0.20849565,0.18468809,0.9863660531545235
216,-0.0593180173908488,0.8893989585033968,-0.011679643,0.0013455302,0.26162773,0.17218529,0.9863660531545235
217,0.5868422332629616,0.17789023204482585,0.10501996,-0.0619718,0.36714566,0.19464013,0.9863660531545235
218,0.14394241127833102,0.7360496371467639,-0.021222075,-0.042971436,0.17943335,0.119024955,0.9863660531545235
219,-0.4624158935886538,0.28462579504778324,-0.008646812,0.1848318,0.36421672,0.42091608,0.9863660531545235
220,0.1562277033826913,0.7145338213758505,0.04309152,0.013236926,0.20630522,0.16739935,0.9863660531545235
221,-0.3926612018731273,0.3618176660217344,-0.03144951,0.040133335,0.23546869,0.12440186,0.9863660531545235
222,-0.44035118384647426,0.3076480957657881,-0.040867016,0.045538906,0.19237201,0.18511106,0.9863660531545235
223,0.2603302007471264,0.5432914016090884,0.078219384,0.033084117,0.19038163,0.14946668,0.9863660531545235
224,-0.18932642280875028,0.6578042072395252,-0.011202719,0.028117688,0.113067016,0.23577917,0.9863660531545235
225,-0.4555793492236515,0.29162213920148894,-0.016906198,0.105355546,0.17697485,0.29468167,0.9863660531545235
226,-0.05496516263836241,0.8974652214588041,-0.0041163135,0.010943905,0.2577831,0.2650222,0.9863660531545235
227,0.26042845054837355,0.5431405347429239,0.020682674,-0.04558404,0.2157709,0.2588953,0.9863660531545235
228,0.6769675881954557,0.12262835259923115,0.023577528,-0.07795394,0.13811384,0.14678507,0.9863660531545235
229,0.3052816440598433,0.47667130791158374,0.015504155,-0.050667707,0.21148047,0.20512128,0.9863660531545235
230,-0.19463483547222105,0.6488878822981107,0.04357697,0.07814337,0.1773225,0.1655092,0.9863660531545235
231,0.396438494117116,0.35730621676348895,0.063593715,0.0015362978,0.1137503,0.16785595,0.9863660531545235
232,-0.2649522930747785,0.5362186678545653,-0.0011622376,0.08989587,0.30928555,0.34035206,0.9863660531545235
233,0.24933434116363876,0.5603147242872677,0.008260939,-0.031052697,0.18547474,0.12578782,0.9863660531545235
234,0.4224618297346178,0.3272585927309488,0.029458966,-0.07657431,0.15016985,0.2808252,0.9863660531545235
235,-0.33842590892541147,0.4307646430955806,-0.07401405,0.0028443635,0.23776227,0.20427348,0.9863660531545235
236,0.8687726373957272,0.05137249403278938,0.08826347,-0.05960806,0.16781464,0.15997842,0.9863660531545235
237,-0.6390518996055089,0.1438466275597899,0.028283514,0.13959245,0.09462782,0.19779578,0.9863660531545235
238,0.35031307828609537,0.4149901146367745,-0.031875476,-0.08402222,0.16832504,0.12449594,0.9863660531545235
239,-0.569590002253714,0.19045851122065563,-0.10730977,-0.020085474,0.15737067,0.13976623,0.9863660531545235
240,0.37970803304675504,0.3775769890628663,0.0174533,-0.040201943,0.16403301,0.13293198,0.9863660531545235
241,0.5422033086050893,0.21183179071812383,0.0014598635,-0.080532715,0.12028148,0.15766703,0.9863660531545235
242,-0.15245607810890188,0.7211144676346605,-0.034518547,-0.0050263484,0.18028766,0.18810408,0.9863660531545235
243,0.36912999661570556,0.3907773897335034,0.040645454,-0.031926155,0.20209429,0.17940097,0.9863660531545235
244,-0.22508270380288045,0.5988118675342113,0.012204511,0.06771886,0.30564314,0.18212204,0.9863660531545235
245,-0.10307553895381956,0.8091362390022084,-0.008506013,0.03379981,0.4386654,0.3627862,0.9863660531545235
246,0.2732372940678657,0.5236660726249498,0.025722977,-0.020220514,0.20802623,0.124506034,0.9863660531545235
247,-0.2682372629397719,0.5312222882090984,0.010111626,0.053212997,0.14700556,0.15780328,0.9863660531545235
248,0.11444037634135149,0.7885992537141233,0.058368333,0.032058448,0.22648261,0.21620093,0.9863660531545235
249,0.24057474137426124,0.5740711964645883,0.034250777,-0.0034094295,0.13143812,0.15992486,0.9863660531545235
250,0.7487162815817205,0.08961218726770565,0.051627584,-0.089905456,0.201453,0.16751066,0.9863660531545235
251,0.4924286536541593,0.255349907506188,0.1448266,0.026368653,0.25637454,0.21315952,0.9863660531545235
252,-0.6766458284744306,0.1227968027569784,-0.036627695,0.07371579,0.13193808,0.16899338,0.9863660531545235
253,0.20876820708574365,0.6254124014901172,-0.013516186,-0.038021278,0.12605794,0.10331152,0.9863660531545235
